id,team,season,conference,win_pcnt,avg_pts,player,games_played,games_started,avg_min_game,pcnt_fg,pcnt_2pt,pcnt_3pt,pcnt_ft,avg_rb_game,avg_ast_game,avg_stl_game,avg_blk_game,avg_to_game,avg_pts_game,coach
1056,texas-el-paso,1981,WAC,0.714,62.6,Fred Reynolds,28,0,33.9,0.527,0,0,0.689,6.8,1.4,0.7,1,2.3,14.3,Don Haskins 
1057,brigham-young,1981,WAC,0.567,62.8,Fred Roberts,30,0,37.3,0.479,0,0,0.798,7.2,3.2,0.7,0.6,3.6,15.5,Frank Arnold 
1058,nevada,1981,Big Sky,0.679,79.2,Fred Thompson,25,3,19.6,0.459,0,0,0.64,2.6,1,0.6,0.1,1.1,4.9,Sonny Allen 
1059,detroit-mercy,1981,MW City,0.37,68.4,Fred Watkins,27,24,23,0.461,0,0,0.604,3.9,1.4,1.2,0.4,2,5.9,Willie McCarter 
1060,colorado,1981,Big 8,0.407,69,Freddie Bryant,13,0,4.7,0.5,0,0,0.357,1.4,0.1,0.2,0.5,0.4,1.6,Tom Apke 
1061,idaho,1981,Big Sky,0.9,71.3,Freeman Watkins,20,0,5.1,0.457,0,0,0.733,1.2,0.3,0.2,0.1,0.2,3.2,Don Monson 
1062,north-texas,1981,Southland,0.556,83.6,Furmia Nealy,27,9,22.2,0.433,0,0,0.629,2.4,3.7,1.2,0,1.3,7.7,Bill Blakeley 
1063,northwestern,1981,Big Ten,0.296,59.6,Gaddis Rathel,27,22,28.6,0.41,0,0,0.701,3.6,1.2,0.8,0.3,0,8.3,Rich Falk 
1064,hawaii,1981,WAC,0.63,69,Garland Hughes,23,2,12.7,0.471,0,0,0.5,2.3,0.9,0,0,0.7,2.5,Larry Little 
1065,youngstown-state,1981,OVC,0.308,64,Garry Causey,18,7,18,0.375,0,0,0.636,1.8,2.2,0.6,0.1,1.4,2.1,Dom Rosselli 
1066,lehigh,1981,ECC,0.346,62.7,Garry Howard,26,0,18.3,0.415,0,0,0.675,1.8,1.4,0.4,0.2,2.7,5.2,Brian Hill 
1067,memphis,1981,Metro,0.828,75.3,Garry Taylor,20,0,10.5,0.528,0,0,0.875,2.4,0.4,0.3,0.2,1,3.5,Dana Kirk 
1068,william-mary,1981,ECACS,0.571,62.6,Gary Bland,25,0,0,0.5,0,0,0.423,2.5,1.1,0.2,0,1,3.7,Bruce Parkhill 
1069,old-dominion,1981,ECACS,0.6,68.9,Gary Buckland,14,0,4.4,0.44,0,0,0.333,0.5,0.3,0.1,0.1,0.1,1.6,Paul Webb 
1070,tennessee,1981,SEC,0.667,65.5,Gary Carter,6,6,38,0.597,0,0,0.879,3,2.8,1.7,0.3,3.5,20.2,Don DeVoe 
1071,western-kentucky,1981,OVC,0.655,67.4,Gary Carver,29,2,13.8,0.368,0,0,0.704,1.9,0.8,0.1,0.1,1.3,2.6,Clem Haskins 
1072,oral-roberts,1981,MW City,0.6,76.6,Gary Cat Johnson,28,0,0,0.498,0,0,0.756,3,5.7,2.3,0.2,4.5,14.7,Ken Hayes 
1073,mississippi-state,1981,SEC,0.296,49.5,Gary Caveness,5,0,2.2,0,0,0,0.333,0.2,0,0.2,0,0,0.2,Bob Boyd 
1074,cal-state-fullerton,1981,PCAA,0.563,65.3,Gary Davis,32,17,16.2,0.409,0,0,0.62,1.7,0.7,0.3,0.1,0.8,6.8,George McQuarn 
1075,tulane,1981,Metro,0.679,66.6,Gary Delph,7,0,7,0.833,0,0,0.667,0.3,1.4,0,0,0.3,3.1,Ned Fowler 
1076,brigham-young,1981,WAC,0.567,62.8,Gary Furniss,25,0,12.7,0.491,0,0,0.711,2.6,0.4,0.2,0.1,0.8,3.2,Frank Arnold 
1077,oregon,1981,Pac-10,0.333,74.4,Gary Gatewood,27,10,17.1,0.434,0,0,0.65,0.9,1.1,0.8,0.1,1.2,5.9,Jim Haney 
1078,green-bay,1981,Ind,0.519,57.2,Gary Gliesmann,18,0,14.3,0.433,0,0,0.565,1.8,0.9,0,0,0,3.9,Dave Buss 
1079,auburn,1981,SEC,0.5,69.1,Gary Godfrey,6,0,1,0,0,0,1,0.7,0,0,0,0.3,0.3,Sonny Smith 
1080,notre-dame,1981,Ind,0.37,59.6,Gary Grassey,11,0,1.7,0.286,0,0,0.5,0,0.1,0.1,0,0,0.5,Digger Phelps 
1081,marshall,1981,Southern,0.593,80,Gary Hines,11,0,2.4,0.556,0,0,0.667,0.4,0.5,0,0,0.2,1.3,Bob Zuffelato 
1082,minnesota,1981,Big Ten,0.793,68,Gary Holmes,29,0,29,0.578,0,0,0.75,5.9,1.6,0.4,0.2,1.1,8.4,Jim Dutcher 
1083,santa-clara,1981,WCAC,0.593,73.5,Gary Hopkins,23,20,27,0.553,0,0,0.75,4.7,1.2,1.2,0.1,0,10.7,Carroll Williams 
1084,princeton,1981,Ivy,0.5,51.8,Gary Knapp,26,14,24.7,0.463,0,0,0.81,1.2,0.8,0.5,0.1,1.5,4.2,Pete Carril 
1085,texas-am,1981,SWC,0.645,72.2,Gary Lewis,28,0,22.5,0.447,0,0,0.75,1.9,3.4,0.9,0,1.9,5.8,Shelby Metcalf 
1086,prairie-view,1981,SWAC,0.08,67.6,Gary Lockhart,25,0,0,0.41,0,0,0.734,7.2,0,0,0,0,16.2,Calvin White 
1087,ucla,1981,Pac-10,0.778,70.7,Gary Maloncon,9,0,3,0.455,0,0,1,0.6,0.3,0,0.2,0,1.3,Larry Farmer 
1088,davidson,1981,Southern,0.483,61.4,Gary McDonald,24,0,0,0.353,0,0,0.75,0.6,0,0,0,0,0.8,Bobby Hussey 
1089,villanova,1981,Big East,0.75,73.7,Gary McLain,0,0,0,0,0,0,0,0,0,0,0,0,0,Rollie Massimino 
1090,stetson,1981,Ind,0.444,70.5,Gary Mims,27,0,0,0.534,0,0,0.633,5.7,0.5,0.6,0.6,0,7.8,Glenn Wilkes 
1091,california-santa-barbara,1981,PCAA,0.385,67.6,Gary Moeller,24,0,19.9,0.368,0,0,0.592,3.1,0.5,0.8,0,1.2,4.1,Ed DeLacy 
1092,houston,1981,SWC,0.758,81.4,Gary Orsak,4,0,4.8,0.6,0,0,0,1.3,0,0.3,0,0.8,1.5,Guy Lewis 
1093,boston-university,1981,ECACN,0.679,73,Gary Plummer,10,10,25.4,0.519,0,0,0.536,6.1,0.5,1.5,1.3,2.8,12.5,Rick Pitino 
1094,navy,1981,ECACS,0.462,65.2,Gary Price,26,0,0,0.599,0,0,0.569,6.2,0.8,0,0.9,0,7.9,Paul Evans 
1095,morehead-state,1981,OVC,0.63,71.4,Gary Smith,4,0,1.3,0,0,0,0,0,0,0,0,0.3,0,Wayne Martin 
1096,iona,1981,MAAC,0.727,74.1,Gary Springer,30,29,36,0.482,0,0,0.624,9.5,1,0.8,1.5,2.7,15.6,Pat Kennedy 
1097,florida-am,1981,MEAC,0.37,64.2,Gary Townsend,26,0,0,0.394,0,0,0.767,4.3,0,0,0,0,9.8,Josh Giles 
1098,wisconsin,1981,Big Ten,0.222,64.3,Gary Zinkgraf,14,2,7.6,0.556,0,0,0.375,1.7,0.2,0.4,0,0.3,1.9,Bill Cofield 
1099,boston-university,1981,ECACN,0.679,73,Gene Jones,13,2,5.5,0.29,0,0,0.429,1,0.2,0.1,0,0.5,1.6,Rick Pitino 
1100,georgetown,1981,Big East,0.811,67.6,Gene Smith,21,0,10.4,0.381,0,0,0.722,0.9,1.3,0.6,0,0.9,1.4,John Thompson 
1101,syracuse,1981,Big East,0.552,79.2,Gene Waldron,29,0,0,0.469,0,0,0.671,2.5,3.9,0,0,0,8.1,Jim Boeheim 
1102,brown,1981,Ivy,0.192,68.2,Geoff McKee,4,0,2.8,0.667,0,0,0,0.5,0,0,0,0,1,Mike Cingiser 
1103,kent-state,1981,MAC,0.385,67.3,Geoff Warren,19,0,13.9,0.409,0,0,0.816,1.4,2.4,0.6,0.1,0,4.5,Ed Douma 
1104,pittsburgh,1981,EAA,0.667,68.8,George Allen,18,0,15.4,0.408,0,0,0.2,0.9,1.3,1.4,0.2,0,4.8,Roy Chipman 
1105,mississippi,1981,SEC,0.6,59.5,George Buckner,28,0,19.1,0.5,0,0,0.64,2.1,0.5,0.5,0.1,0,4.7,Bob Weltlich 
1106,western-carolina,1981,Southern,0.704,75.9,George Dixon,8,0,4,0.3,0,0,0.667,1.1,0,0,0.3,0,1.3,Steve Cottrell 
1107,utah,1981,WAC,0.393,64,George Furgis,28,14,27.3,0.396,0,0,0.739,4.1,1,0.3,0.2,1.7,8.9,Jerry Pimm 
1108,st-johns-ny,1981,Big East,0.7,70.1,George Garrison,13,0,5,0.462,0,0,1,0.2,0.4,0.5,0.1,0.8,1.1,Lou Carnesecca 
1109,cal-state-fullerton,1981,PCAA,0.563,65.3,George Hawthorne,26,9,15.5,0.484,0,0,0.741,4,0.9,0.3,0.5,1.1,4.3,George McQuarn 
1110,florida,1981,SEC,0.185,68.3,George Jackson,21,0,16,0.515,0,0,0.44,1.8,1,1,0,1.9,5.6,Norm Sloan 
1111,st-francis-ny,1981,ECACM,0.37,65.1,George Lambert,4,0,1.3,0.5,0,0,0.833,0.3,0,0,0,0.5,1.8,Gene Roberti 
1112,colgate,1981,ECACN,0.32,58,George May,23,1,13,0.447,0,0,0.711,1.9,0.6,0.3,0,1.8,4.1,Mike Griffin 
1113,pennsylvania,1981,Ivy,0.63,64.7,George May,9,0,4,0.4,0,0,0,0.1,0.7,0.1,0,0.4,0.4,Bob Weinhauer 
1114,long-beach-state,1981,PCAA,0.429,68,George McDaniel,25,0,19.5,0.473,0,0,0.615,1.6,2.3,0,0,0,4.9,Tex Winter 
1115,columbia,1981,Ivy,0.615,55.4,George Meikle,1,0,5,0.667,0,0,1,3,0,0,0,0,6,Buddy Mahar 
1116,illinois,1981,Big Ten,0.621,66,George Montgomery,28,0,16.5,0.494,0,0,0.5,3.7,0.5,0.3,0.4,0.9,3.6,Lou Henson 
1117,dayton,1981,Ind,0.7,73.5,George Morrison,30,0,14.9,0.426,0,0,0.543,3.4,0.6,0.3,0.7,0.6,2.4,Don Donoher 
1118,pennsylvania,1981,Ivy,0.63,64.7,George Noon,27,0,21,0.573,0,0,0.627,4.7,0.4,0.7,0.6,1.7,7.6,Bob Weinhauer 
1119,holy-cross,1981,ECACN,0.593,69.1,George Parsells,5,0,0,0.6,0,0,0.667,0.4,0,0.4,0,0,1.6,George Blaney 
1120,evansville,1981,MW City,0.793,71.8,George Petrakos,8,0,2.3,0,0,0,0.571,0.1,0.1,0.1,0,0.1,0.5,Dick Walters 
1121,massachusetts,1981,EAA,0.259,60.5,George Ramming,27,26,27.1,0.453,0,0,0.609,3.6,0.8,0,0,0,5.5,Tom McLaughlin 
1122,georgia-state,1981,Ind,0.148,61.7,George Ramsey,27,11,21.8,0.369,0,0,0.6,1.5,2.3,0.6,0.1,1.7,4.1,Jim Jarrett 
1123,georgia-tech,1981,ACC,0.385,59.4,George Thomas,26,25,30.6,0.439,0,0,0.583,5.3,2.3,1,0.2,2.3,5.8,Bobby Cremins 
1124,marshall,1981,Southern,0.593,80,George Washington,27,6,29.1,0.497,0,0,0.576,5.8,0.9,1.3,0.1,1.4,14.3,Bob Zuffelato 
1125,harvard,1981,Ivy,0.423,68.5,George White,23,0,0,0.364,0,0,0.61,2.6,1.2,0,0,0,3.3,Frank McLaughlin 
1126,maryland-eastern-shore,1981,MEAC,0.231,63.3,Gerald Best,25,0,0,0.465,0,0,0.673,2.7,0,0,0,0,7.3,Kirkland Hall 
1127,long-island-university,1981,ECACM,0.667,86.8,Gerald Byrnes,28,0,0,0.497,0,0,0.48,2.3,0,0,0.3,0,6.1,Paul Lizzo 
1128,georgia,1981,SEC,0.613,69.4,Gerald Crosby,21,0,9.4,0.491,0,0,0.333,0.6,0.2,0.5,0,0.3,5.2,Hugh Durham 
1129,oral-roberts,1981,MW City,0.6,76.6,Gerald Johnson,20,0,0,0.407,0,0,0.682,1.3,0.3,0.1,0.2,0.9,1.9,Ken Hayes 
1130,san-diego,1981,WCAC,0.423,63.8,Gerald Jones,25,0,25.8,0.503,0,0,0.705,5,2.2,1.1,0.8,2,9.4,Jim Brovelli 
1131,louisiana-monroe,1981,A-Sun,0.633,76.2,Gerald Morris,30,30,31,0.486,0,0,0.659,5.1,0.6,0.9,0.4,1.7,10.9,Mike Vining 
1132,south-carolina,1981,Ind,0.483,73.3,Gerald Peacock,29,29,30.8,0.507,0,0,0.789,1.9,4.8,1,0,1.8,7,Bill E. Foster 
1133,new-mexico-state,1981,MVC,0.607,68.8,Gerald Sublet,18,1,4.4,0.4,0,0,0.588,0.9,0.2,0.1,0,0.3,1.4,Weldon Drew 
1134,citadel,1981,Southern,0.5,67.9,Gerald Toney,25,0,0,0.437,0,0,0.563,7.3,1.2,1.4,0.2,0,8.2,Les Robinson 
1135,michigan,1981,Big Ten,0.259,61.9,Gerard Rudy,10,0,2.6,0.75,0,0,0,0.1,0.1,0.2,0,0.2,0.6,Bill Frieder 
1136,niagara,1981,ECACN,0.655,76.5,Gerry Henry,29,0,28,0.505,0,0,0.75,7,1.7,1.1,1,2.3,8.3,Pete Lonergan 
1137,loyola-il,1981,MW City,0.586,78.8,Gerry Mundt,27,4,13,0.436,0,0,0.63,2.4,0.4,0.4,0.1,0.6,3.1,Gene Sullivan 
1138,yale,1981,Ivy,0.5,66.2,Gerry Parker,26,0,22.2,0.509,0,0,0.627,3.7,1.1,0,0,0,5.5,Ray Carazo 
1139,texas-christian,1981,SWC,0.552,68.1,Gilbert Collier,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Killingsworth 
1140,prairie-view,1981,SWAC,0.08,67.6,Gilbert Good,12,0,0,0.444,0,0,0.5,1,0,0,0,0,1.6,Calvin White 
1141,new-mexico-state,1981,MVC,0.607,68.8,Gillis Williams,28,4,14.4,0.476,0,0,0.592,2.5,0.9,0.5,0,1.2,3.8,Weldon Drew 
1142,howard,1981,MEAC,0.607,66.3,Gino Warner,28,0,0,0.491,0,0,0.545,1.3,0,0,0,0,2.3,A.B. Williamson 
1143,rice,1981,SWC,0.5,66.9,Glen Rieke,26,0,8.9,0.551,0,0,0.647,2.3,0.2,0.5,0.2,0.3,2.9,Tommy Suitts 
1144,texas-san-antonio,1981,Ind,0.296,63.4,Glenn Carraway,25,15,20,0.426,0,0,0.657,3.1,2.3,0.6,0,1.5,3.2,Don Eddy 
1145,central-michigan,1981,MAC,0.385,68.1,Glenn Cross,23,0,0,0.442,0,0,0.567,4.7,0.6,0.7,1.1,0,3.7,Dick Parfitt 
1146,towson,1981,ECACM,0.37,66.4,Glenn Dieter,26,0,0,0.551,0,0,0.571,2.2,0,0,0,0,2.5,Vince Angotti 
1147,murray-state,1981,OVC,0.714,64.6,Glenn Green,28,0,35.4,0.458,0,0,0.756,3.8,4.9,0,0,2.6,14.9,Ronald Greene 
1148,morehead-state,1981,OVC,0.63,71.4,Glenn Napier,26,0,27.5,0.48,0,0,0.9,1.5,1.5,0.8,0.2,0.9,11.5,Wayne Martin 
1149,southern-california,1981,Pac-10,0.679,71.9,Glenn Smith,13,0,0,0.5,0,0,0.9,0.5,0.3,0.2,0,0,2.1,Stan Morrison 
1150,maryland-eastern-shore,1981,MEAC,0.231,63.3,Glenn Winbush,26,0,0,0.496,0,0,0.821,5.2,0,0,0,0,5.5,Kirkland Hall 
1151,stetson,1981,Ind,0.444,70.5,Glynn Myrick,27,0,0,0.442,0,0,0.575,2.9,2.5,0.8,0.1,0,6,Glenn Wilkes 
1152,idaho,1981,Big Sky,0.9,71.3,Gordie Herbert,30,29,36.2,0.54,0,0,0.634,6.5,3.6,1,0.7,2.5,12.6,Don Monson 
1153,american,1981,ECC,0.7,75.2,Gordon Austin,30,30,35.6,0.56,0,0,0.786,2.5,6.5,3,0.1,3.2,13.2,Gary Williams 
1154,princeton,1981,Ivy,0.5,51.8,Gordon Enderle,26,23,29.8,0.505,0,0,0.673,3,1.3,0.5,0,1.6,10.9,Pete Carril 
1155,temple,1981,ECC,0.704,68.1,Gordon Kaylor,10,0,0,0.4,0,0,0,0.8,0.1,0.1,0,0,0.4,Don Casey 
1156,virginia-tech,1981,Metro,0.645,78.6,Gordy Bryan,31,11,23.1,0.518,0,0,0.765,4.4,1.3,0.4,0.2,1.3,12.7,Charles Moir 
1157,pacific,1981,PCAA,0.259,66.4,Graham Taylor,20,0,6.7,0.405,0,0,0.867,1.4,0.3,0.1,0.4,0.4,2.2,Dick Fichtner 
1158,temple,1981,ECC,0.704,68.1,Granger Hall,27,0,0,0.572,0,0,0.724,8.6,1,0.9,0,0,14.9,Don Casey 
1159,pepperdine,1981,WCAC,0.759,80.9,Grant Gondrezick,17,0,2.6,0.353,0,0,0.571,0.6,0.4,0.1,0.1,0.2,0.9,Jim Harrick 
1160,old-dominion,1981,ECACS,0.6,68.9,Grant Robinson,30,14,28.2,0.417,0,0,0.517,2.9,4.5,1.6,0.2,2.3,6.6,Paul Webb 
1161,ohio-state,1981,Big Ten,0.677,62.2,Granville Waiters,31,31,30.4,0.56,0,0,0.66,5,0.4,0.5,1.9,0.9,7.1,Eldon Miller 
1162,louisiana-lafayette,1981,Southland,0.75,76.9,Graylin Warner,32,32,33.3,0.532,0,0,0.643,5.4,2.1,1.3,0.8,1.9,15.8,Bobby Paschal 
1163,citadel,1981,Southern,0.5,67.9,Greeg Huguley,28,0,0,0.381,0,0,0.615,2.9,0,0,0,0,9.8,Les Robinson 
1164,utah-state,1981,PCAA,0.148,67.4,Greg Anderson,26,12,19.4,0.35,0,0,0.754,1.5,2.3,0.3,0,1.5,4.8,Rod Tueller 
1165,brigham-young,1981,WAC,0.567,62.8,Greg Ballif,29,0,27.9,0.447,0,0,0.568,1.4,2.5,0.7,0,1.5,8.7,Frank Arnold 
1166,central-michigan,1981,MAC,0.385,68.1,Greg Basore,21,0,0,0.375,0,0,0.429,1.9,0.8,0.1,0,0,1.4,Dick Parfitt 
1167,east-tennessee-state,1981,Southern,0.464,80.6,Greg Belcher,17,0,0,0.417,0,0,0.667,0.4,0,0,0,0,1.3,Jim Hallahan 
1168,oregon,1981,Pac-10,0.333,74.4,Greg Bell,8,0,1.5,0.333,0,0,1,0.1,0,0,0,0.5,0.5,Jim Haney 
1169,wagner,1981,ECACM,0.154,67.2,Greg Clay,24,0,0,0.44,0,0,0.769,2.8,0,0,0,0,9.4,P.J. Carlesimo 
1170,morehead-state,1981,OVC,0.63,71.4,Greg Coldiron,27,0,21,0.488,0,0,0.718,2.6,1.9,0.8,0.2,1.2,6.8,Wayne Martin 
1171,arizona,1981,Pac-10,0.333,64.1,Greg Cook,27,27,29.1,0.465,0,0,0.637,5.6,1.8,1.6,0.5,2.8,14.5,Fred Snowden 
1172,kent-state,1981,MAC,0.385,67.3,Greg Cudworth,22,0,14.3,0.444,0,0,0.588,2,0.6,0.4,0,0,5.2,Ed Douma 
1173,wisconsin,1981,Big Ten,0.222,64.3,Greg Dandridge,26,2,13.6,0.424,0,0,0.778,1.2,2.5,0.5,0,1.4,1,Bill Cofield 
1174,george-mason,1981,ECACS,0.481,69,Greg Deegan,7,1,2.6,0.25,0,0,0.545,0.1,0,0.1,0,0.3,1.4,Joe Harrington 
1175,western-carolina,1981,Southern,0.704,75.9,Greg Dennis,27,27,30.6,0.468,0,0,0.873,3.9,3.2,1.5,0.1,0,17,Steve Cottrell 
1176,louisville,1981,Metro,0.697,73.8,Greg Deuser,19,0,7.6,0.25,0,0,0.571,0.7,0.7,0.4,0.1,0.5,1.1,Denny Crum 
1177,nebraska,1981,Big 8,0.571,63.1,Greg Downing,28,1,22.6,0.473,0,0,0.78,3,1.7,0.9,0.4,1.7,6.7,Moe Iba 
1178,wichita-state,1981,MVC,0.793,76.9,Greg Dreiling,29,10,18.4,0.543,0,0,0.753,4.2,0.6,0.3,1.2,2,8.1,Gene Smithson 
1179,cleveland-state,1981,Ind,0.63,75.3,Greg Duszynski,10,0,0,0.5,0,0,0.556,0.2,0.4,0,0,0,1.1,Ray Dieringer 
1180,purdue,1981,Big Ten,0.563,66.4,Greg Eifert,32,12,16.1,0.451,0,0,0.721,2,0.2,0.1,0,0,3,Gene Keady 
1181,loyola-marymount,1981,WCAC,0.111,74,Greg Goorjian,0,0,0,0,0,0,0,0,0,0,0,0,0,Ed Goorjian 
1182,howard,1981,MEAC,0.607,66.3,Greg Hawkins,5,0,0,0.167,0,0,0,0.6,0,0,0,0,0.4,A.B. Williamson 
1183,butler,1981,MW City,0.259,63.6,Greg Jones,27,0,0,0.426,0,0,0.704,4.6,0,0,0,0,4.8,Joe Sexson 
1184,west-virginia,1981,EAA,0.871,74.2,Greg Jones,31,0,32.8,0.478,0,0,0.803,3.4,3.6,1.9,0.1,2.7,15,Gale Catlett 
1185,robert-morris,1981,ECACM,0.567,71.1,Greg Junk,30,0,0,0.588,0,0,0.679,4.5,0.8,0.9,0.2,0.7,5.1,Matt Furjanic 
1186,brigham-young,1981,WAC,0.567,62.8,Greg Kite,30,0,28.4,0.467,0,0,0.446,7.8,1.5,0.5,1.5,1.7,6.2,Frank Arnold 
1187,western-illinois,1981,Ind,0.519,79.4,Greg Landfair,11,0,0,0.333,0,0,0,0.2,1.1,0.5,0,0.6,0.4,Jack Margenthaler 
1188,air-force,1981,WAC,0.296,51.1,Greg Lewis,27,21,25.4,0.25,0,0,0.619,3,2.3,0.9,0,0,1.5,Hank Egan 
1189,kansas-state,1981,Big 8,0.742,67.6,Greg Livingston,5,0,5.8,0.3,0,0,0,0.2,1,0,0,0,1.2,Jack Hartman 
1190,air-force,1981,WAC,0.296,51.1,Greg Marshall,2,0,3.5,0.667,0,0,0,1,0,0,0,0,2,Hank Egan 
1191,towson,1981,ECACM,0.37,66.4,Greg McClinton,18,0,0,0.444,0,0,0.556,1.3,0,0,0,0,1.6,Vince Angotti 
1192,niagara,1981,ECACN,0.655,76.5,Greg Mitchell,29,0,15.7,0.505,0,0,0.692,2.8,1.3,0.5,0.3,1.4,4.4,Pete Lonergan 
1193,memphis,1981,Metro,0.828,75.3,Greg Moore,9,0,4.9,0.308,0,0,0,0.4,1,0.2,0,1.6,0.9,Dana Kirk 
1194,james-madison,1981,ECACS,0.8,62.2,Greg Mosten,10,0,3.7,0.375,0,0,0.8,1.5,0,0,0.3,0.8,1.4,Lou Campanelli 
1195,yale,1981,Ivy,0.5,66.2,Greg Myre,1,0,1,1,0,0,0,2,0,0,0,0,2,Ray Carazo 
1196,nevada,1981,Big Sky,0.679,79.2,Greg Palm,28,28,36.7,0.59,0,0,0.475,11.1,0.5,0.8,2,2.3,13.5,Sonny Allen 
1197,montana-state,1981,Big Sky,0.379,65.7,Greg Palmer,27,16,24.3,0.474,0,0,0.719,2,3.2,1.3,0,2,6.3,Bruce Haroldson 
1198,kansas-state,1981,Big 8,0.742,67.6,Greg Prudhoe,8,0,6.4,0.421,0,0,0.833,1.4,0.4,0.1,0.1,0,2.6,Jack Hartman 
1199,virginia-military-institute,1981,Southern,0.038,61.7,Greg Ray,26,0,15.9,0.387,0,0,0.68,0.8,1.6,0,0,1.6,2.9,Charlie Schmaus 
1200,akron,1981,OVC,0.269,62.6,Greg Salem,1,0,2,0,0,0,0,0,0,0,0,0,0,Bob Rupert 
1201,dartmouth,1981,Ivy,0.269,55.3,Greg Saunders,25,0,0,0.385,0,0,0.579,1.8,3.6,1.1,0,0,3.8,Tim Cohane 
1202,marquette,1981,Ind,0.719,69.9,Greg Shimon,15,1,6,0.391,0,0,0.2,0.8,0.4,0.1,0,0,1.3,Hank Raymonds 
1203,virginia-commonwealth,1981,Sun Belt,0.607,67.3,Greg Shropshire,21,1,7.7,0.36,0,0,0.571,1,0.7,0.2,0,0.3,2.1,J.D. Barnett 
1204,arkansas,1981,SWC,0.793,70.8,Greg Skulman,23,0,9.7,0.415,0,0,0.607,1.5,0.4,0.3,0,0.4,2.2,Eddie Sutton 
1205,tulsa,1981,MVC,0.8,79.5,Greg Stewart,30,28,26.8,0.566,0,0,0.75,6.4,1,0.6,0.6,2.4,12.2,Nolan Richardson 
1206,iowa,1981,Big Ten,0.724,65.4,Greg Stokes,29,0,0,0.477,0,0,0.558,4.2,0.4,0.3,0.9,1.1,5.7,Lute Olson 
1207,wyoming,1981,WAC,0.767,62.8,Greg Thesenvitz,29,0,16.7,0.514,0,0,0.568,2.9,0.7,0.1,0.1,0.5,3.3,Jim Brandenburg 
1208,auburn,1981,SEC,0.5,69.1,Greg Turner,28,5,17.5,0.527,0,0,0.61,3.1,0.4,0.2,0.1,1,6.1,Sonny Smith 
1209,san-jose-state,1981,PCAA,0.5,57.5,Greg Vinson,26,0,28,0.415,0,0,0.661,4.7,0.4,0,0,0,5.8,Bill Berry 
1210,montana-state,1981,Big Sky,0.379,65.7,Greg Walters,29,2,14.6,0.567,0,0,0.675,2.4,0.8,0.1,0.2,0.9,3.3,Bruce Haroldson 
1211,michigan,1981,Big Ten,0.259,61.9,Greg Washington,2,0,2.5,0,0,0,0,1,0.5,0,0,0.5,0,Bill Frieder 
1212,syracuse,1981,Big East,0.552,79.2,Greg Watson,2,0,0,0,0,0,0,0,0.5,0,0,0,0,Jim Boeheim 
1213,duke,1981,ACC,0.37,64,Greg Wendt,23,4,12.2,0.447,0,0,0.5,2.4,0.4,0.3,0,0.6,3.6,Mike Krzyzewski 
1214,lamar,1981,Southland,0.759,70,Greg Williams,29,1,14,0.483,0,0,0.488,1.8,1.7,0.9,0.4,1.4,3.7,Pat Foster 
1215,loyola-il,1981,MW City,0.586,78.8,Greg Williams,24,0,6,0.328,0,0,0.606,0.8,1,0.3,0.2,1.4,2.4,Gene Sullivan 
1216,georgia-tech,1981,ACC,0.385,59.4,Greg Wilson,19,6,8.9,0.545,0,0,0.357,1.2,0.1,0.1,0.3,0.6,1.5,Bobby Cremins 
1217,oregon-state,1981,Pac-10,0.833,69.6,Greg Wiltjer,19,0,14.2,0.586,0,0,0.7,3.7,0.5,0.3,0.5,1.5,5.4,Ralph Miller 
1218,western-carolina,1981,Southern,0.704,75.9,Greg Young,19,1,5.4,0.423,0,0,0.5,0.8,0.5,0.2,0.1,0,1.4,Steve Cottrell 
1219,canisius,1981,ECACN,0.704,74.6,Gregg Martinsen,25,0,12,0.4,0,0,0.561,2.1,0.6,0.6,0.3,0.9,3.2,Nick Macarchuk 
1220,prairie-view,1981,SWAC,0.08,67.6,Gregory Daniels,25,0,0,0.422,0,0,0.787,9.1,0,0,0,0,10.6,Calvin White 
1221,tennessee-state,1981,Ind,0.52,69.7,Gregory Gainey,9,0,0,0.421,0,0,0.667,2,0,0,0,0,2.7,Edward Martin 
1222,mcneese-state,1981,Southland,0.483,73,Guy McInnis,29,0,0,0.345,0,0,0.667,1,1.3,0.2,0,1,4.6,Glenn Duhon 
1223,morehead-state,1981,OVC,0.63,71.4,Guy Minnifield,26,0,33.8,0.437,0,0,0.683,2.9,3,2.2,0.3,3.2,15,Wayne Martin 
1224,wake-forest,1981,ACC,0.7,67.8,Guy Morgan,30,29,25.6,0.539,0,0,0.724,5.6,0.9,0.7,1.2,1.7,10.2,Carl Tacy 
1225,bowling-green-state,1981,MAC,0.621,74.2,Guy Neal,7,0,0,0.333,0,0,0.75,0.7,0,0,0,0.1,0.7,John Weinert 
1226,washington-state,1981,Pac-10,0.533,58.6,Guy Williams,29,0,31,0.443,0,0,0.652,5.7,1.9,1.1,0.6,2.6,11.1,George Raveling 
1227,utah-state,1981,PCAA,0.148,67.4,Haakon Austefjord,27,27,30.7,0.463,0,0,0.672,7.1,0.8,0.4,0,2,11.9,Rod Tueller 
1228,houston,1981,SWC,0.758,81.4,Hakeem Olajuwon,29,6,18.2,0.607,0,0,0.563,6.2,0.4,0.9,2.5,1.4,8.3,Guy Lewis 
